precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Wintry Mix,1.1,1.1,,N/A,0,,,"A Period Of Snow, Then Sleet And Rain . Snow arrived across the area between 6:30 - 7:30 AM on February 25th. The snow continued for about 1 - 2 hours before mixing with rain and sleet at times. By 11 AM, the mixed precipitation turned to all rain. Temperatures during the wintry part of the event event held 30 - 33 degrees, then climbed into the mid 30s by early afternoon.",29594,Manchester,NH,03104,2018-02-25T05:00:00,2018-02-25T16:00:00,57346
Snow / Sleet,0.1,0.1,,N/A,0,,,"A Brief Wintry Mix. A period of light snow, sleet, and rain fell across the area between 3 - 6 AM on March 2nd. Temperatures ranged 32 - 35 degrees during the wintry mix before changing to rain.",29695,Manchester,NH,03104,2018-03-02T01:00:00,2018-03-02T14:00:00,57346
Snow,0.5,0.5,,N/A,0,,,Overnight Light Snow. Periods of light snow and flurries fell across the area between Midnight and 6 AM on March 5th.  Temperatures ranged 30 - 33 degrees.,29712,Manchester,NH,03104,2018-03-04T23:00:00,2018-03-05T06:00:00,57346
Snow,14.4,14.4,,N/A,0,,,"Major Coastal Storm March 7 - 8th. After a few flurries fell early on the 7th, between 12 - 4AM, a lull occurred most of the day. Steady snow built in between 2 - 4PM, quickly turning moderate to heavy. Snow continued through the night and into the 8th, with the peak of the storm between 5PM - 5AM where 1 - 2"" per hour snowfall occurred. Snow lingered much of the daytime of the 8th, generally light to moderate intensity before ending 4 - 7PM. Temperatures during the event were mainly 30 - 32 degrees, then rose to 32 - 35 during the daytime of the 8th. Winds gusted to 25 - 35 mph at times.",29805,Manchester,NH,03104,2018-03-07T00:00:00,2018-03-08T20:00:00,57346
Snow,Coating,0.0,Coating,N/A,0,,,Evening And Overnight Snow Showers. Intermittent flurries and scattered snow showers streaked across the area between 4 - 9 PM on March 9th.  This was followed by another round of light snow showers between 3 - 6 AM on March 10th.  Temperatures ranged 31 - 34 degrees.,29848,Manchester,NH,03104,2018-03-09T09:00:00,2018-03-10T06:00:00,57346
Snow,22.3,22.3,,N/A,0,,,"Another major coastal storm March 13 - 14th. Initial flurries and occasional light snow showers began late evening on March 12th with temperatures near 35 degrees. This transitioned to a steadier snow by 3 - 5 AM on the 13th, as temperatures settled below 32 degrees.  The snow quickly became moderate to heavy through the storm, with the peak between 8 AM - 8 PM as snowfall rates reached 2 - 4"" per hour within the heaviest snow bands. The main area of snow ended by Midnight of March 14th, however, light snow lingered through the remainder of the overnight into the morning of the 14th before ending 9 AM - Noon. Temperatures held 28 - 32 degrees during snowfall and winds gusted to 20 - 35 mph.",29915,Manchester,NH,03104,2018-03-13T00:00:00,2018-03-14T15:00:00,57346
Snow,Coating,0.0,Coating,N/A,0,,,Overnight Snow Showers. Occasional flurries and scattered light snow showers moved across the area between 11 PM of March 14th and 4 AM of March 15th.  Temperatures ranged 31 - 34 degrees.,29963,Manchester,NH,03104,2018-03-14T12:00:00,2018-03-15T06:00:00,57346
Snow,0.8,0.8,,N/A,0,,,Morning Light Snow. Periods of light snow and flurries fell across the area between 4 - 10 AM on March 22nd.  Temperatures ranged from 30 - 34 degrees.,30085,Manchester,NH,03104,2018-03-22T00:00:00,2018-03-22T13:00:00,57346
Snow,0.5,0.5,,N/A,0,,,"Overnight Snow Showers. After some flurries during the evening of March 24th, snow showers developed across the area between 11 PM - 1 AM.  The snow showers fell intermittently through the overnight before ending 6 - 8 AM on March 25th.  Temperatures ranged 30 - 34 degrees.  There were some additional snow showers that returned during the afternoon later on the 25th.",30174,Manchester,NH,03104,2018-03-24T22:00:00,2018-03-25T08:00:00,57346
Snow,0.5,0.5,,N/A,0,,,"April Morning Snowfall. A steady, light snow developed over the area between 6 - 8 AM on April 2nd.  The snow fell through the morning, briefly moderate at times, before ending 11 AM - 1 PM.  Temperatures ranged 29 - 33 degrees.  Due to warm pavement temperatures, most of the snow accumulation occurred on colder, non-paved surfaces.",30304,Manchester,NH,03104,2018-04-02T06:00:00,2018-04-02T15:00:00,57346
Snow,1.2,1.2,,N/A,0,,,"More April Snow. Snow developed across the area between 11 AM - 1 PM on April 6th.  The snow fell moderate to even briefly heavy at times before tapering off between 4 - 6 PM later in the afternoon.  Temperatures were in the mid to upper 30s when the snow began, then fell to 32 - 34 degrees during the snowfall.  Due to warm pavement temperatures, most of the snow accumulation occurred on colder, non-paved surfaces.",30373,Manchester,NH,03104,2018-04-06T11:00:00,2018-04-07T05:00:00,57346
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Daytime Snow Showers. Flurries and along with a few rain and snow showers fell during the afternoon hours of April 10th.  This was followed by a band of scattered snow squalls that moved across the area between 5 - 7 PM later on the 10th.  Temperatures were in the upper 30s to near 40 degrees during the afternoon, but fell to 33 - 35 degrees by evening.  . Due to warm pavement temperatures, most of the snow accumulation occurred on colder, non-paved surfaces.",30486,Manchester,NH,03104,2018-04-10T12:00:00,2018-04-10T19:00:00,57346
Wintry Mix,0.2,0.2,,Coating,0,Coating,,Morning Wintry Mix. A mix of mainly light sleet and freezing rain developed across the area between 3 - 5 AM on April 15th.  The wintry mix fell intermittently through the morning before tapering off 9 - 11 AM later on the 15th.  Temperatures ranged 27 - 30 degrees.,30545,Manchester,NH,03104,2018-04-14T13:00:00,2018-04-15T16:00:00,57346
Wintry Mix,1.4,1.4,,0.1,0.1,,,Overnight Wintry Mix. A mix of sleet and freezing rain developed across the area between 8 - 10 PM on April 15th.  The wintry mix fell intermittently through the night (also mixed with snow at times) before changing to just rain between 5 - 7 AM on April 16th.  Temperatures ranged 29 - 33 degrees.,30562,Manchester,NH,03104,2018-04-15T19:00:00,2018-04-16T14:00:00,57346
Wintry Mix,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Morning Wintry Mix. A period of snow, mixed with sleet and rain at times, moved across southern New Hampshire between 8 - 11 AM on April 19th.  Temperatures ranged 33 - 36 degrees.  Due to warmer ground temperatures, accumulations were mainly confined to colder and non-paved surfaces.",30663,Manchester,NH,03104,2018-04-19T07:00:00,2018-04-19T15:00:00,57346
Snow,4.2,4.2,,N/A,0,,,First Widespread Snowfall of the Season on December 9th. A coastal system moved up the coast and brought snow over the area on December 9th. Flurries and intermittent pockets of light snow first began between 7-10 AM as temperatures fell from the mid 30s down to 30-34 degrees. Snow became steady between 10am-2pm and continued light to moderate through the day as temperatures settled and held in the lower 30s. Snow generally turned lighter into the evening before completely ending between 11PM-2AM into December 10th as temperatures fell into the mid-upper 20s overnight. Pavement accumulation was variable and generally less than colder surfaces during the daytime.,27677,Freehold (Township),NJ,07728,2017-12-09T07:00:00,2017-12-10T02:00:00,57509
Snow,4.8,4.8,,N/A,0,,,First Widespread Snowfall of the Season on December 9th. A coastal system moved up the coast and brought snow over the area on December 9th. Flurries and intermittent pockets of light snow first began between 8-10 AM as temperatures fell from the mid 30s down to 30-34 degrees. Snow became steady between 10am-2pm and continued light to moderate through the day as temperatures settled and held 28-32 degrees. Snow generally turned lighter into the evening before completely ending between 10PM-Midnight as temperatures fell into the mid-upper 20s overnight. Pavement accumulation was variable and generally less than colder surfaces during the daytime.,27677,Newark,NJ,07103,2017-12-09T07:00:00,2017-12-10T02:00:00,58215
Snow,0.2,0.2,,N/A,0,,,"December 11 Early AM Snow Showers . With temperatures ranging from 30-34 degrees, scattered snow showers, briefly steady at times, moved through the region between 3-6am on the morning of December 11th. After snow showers exited, temperatures rose into the upper 30s to 40 during the afternoon.",27720,Freehold (Township),NJ,07728,2017-12-11T03:00:00,2017-12-11T06:00:00,57509
Snow,1.5,1.5,,N/A,0,,,"Snow with Clipper System Late December 13th into 14th. Starting 10pm-12am from December 13th into the 14th a clipper system brought snow into the region. Snow was light to moderate overnight into December 14th as temperatures ranged between 23-30 degrees. Snow became intermittent after 1-3am, lulling to flurries at times. Any lingering flurries and snow showers came to an end between 6-8am as temperatures held 23-30 degrees. After snow ended, temperature rose to 35-40 degrees during the afternoon with wind gusts 20-30 mph.",27787,Freehold (Township),NJ,07728,2017-12-13T20:00:00,2017-12-14T09:00:00,57509
Snow,1.5,1.5,,N/A,0,,,"Snow with Clipper System Late December 13th into 14th. Starting 10pm-12am from December 13th into the 14th a clipper system brought snow into the region. Snow was light to moderate overnight as temperatures ranged between 22-27 degrees. Snow became intermittent towards pre-dawn, lulling to flurries at times. Any flurries and areas of snow exited 6-8am as temperatures held 22-27 degrees. After snow ended, temperature rose into the lower 30s during the afternoon with wind gusts 20-25 mph.",27787,Newark,NJ,07103,2017-12-13T20:00:00,2017-12-14T09:00:00,58215
Snow,0.5,0.5,,N/A,0,,,"Snow with Clipper System Late December 13th into 14th. Starting 8-11pm from December 13th a clipper system brought snow into the region. Snow was light to moderate overnight into December 14th as temperatures ranged between 24-30 degrees. Snow became intermittent after 1-3am, lulling to flurries at times. Any lingering flurries and snow showers came to an end between 6-9am as temperatures held 24-30 degrees. After snow ended, temperature rose into the upper 30s to lower 40s during the afternoon with wind gusts 20-30 mph.",27787,Atlantic City,NJ,08401,2017-12-13T20:00:00,2017-12-14T09:00:00,58664
Snow,3.2,3.2,,N/A,0,,,"Coastal Storm Brings Accumulating Snow on December 15. As a coastal storm developed out to sea, snow quickly developed between 12-3 PM on December 15th, and became steady during the late afternoon and evening rush hour, with intervals of moderate to heavy snow. At the onset of snow, temperatures were in the upper 20s, but settled into the mid 20s as snow became steady. The snow came to an end between 6-9 PM. After snow ended, temperatures fell into the upper teens to lower 20s overnight.",27832,Freehold (Township),NJ,07728,2017-12-15T12:00:00,2017-12-15T21:00:00,57509
Snow,1.1,1.1,,N/A,0,,,"Coastal Storm Brings Snow on December 15. As a coastal storm developed out to sea, snow quickly developed between 1-3 PM on December 15th, and became steady during the late afternoon and evening rush hour, with intervals of moderate snow. At the onset of snow, temperatures were in the mid-upper 20s, but settled into the low-mid 20s as snow became steady. The snow came to an end between 6-8 PM. After snow ended, temperatures fell into the upper teens to lower 20s overnight.",27832,Newark,NJ,07103,2017-12-15T12:00:00,2017-12-15T21:00:00,58215
Snow,1.1,1.1,,N/A,0,,,"Coastal Storm Brings Snow on December 15. As a coastal storm developed out to sea, snow overspread the area between 1-4 PM on December 15th, and became steady during the late afternoon and evening rush hour, with intervals of moderate snow. At the onset of snow, temperatures were in the upper 20s, but settled into the mid 20s as snow became steady. The snow tapered to flurries and came to an end between 6-9 PM. After snow ended, temperatures fell into the upper teens to lower 20s overnight.",27832,Atlantic City,NJ,08401,2017-12-15T12:00:00,2017-12-15T21:00:00,58664
Snow,2.3,2.3,,N/A,0,,,"Clipper System Brings Snow on December 30th. With temperatures in the upper teens, light snow and flurries developed over the region between 6-9am on December 30th as a clipper system moved through the region. Temperatures remained steady as light, to at times steady, snow continued into the morning. Between 8am-12pm, a heavier band of snow developed producing 0.5-1"" per hour rates. Between 12-4pm, snow tapered to flurries and ended with temperatures ranging from 20-25 degrees.",28218,Freehold (Township),NJ,07728,2017-12-30T04:00:00,2017-12-30T19:00:00,57509
Snow,0.7,0.7,,N/A,0,,,"Clipper System Brings Snow on December 30th. With temperatures ranging from 14-19 degrees, light snow and flurries developed over the region between 6-9am on December 30th as a clipper system moved through the region. Temperatures ranged from 17-21 degrees as light snow continued into the morning before tapering to flurries and ending 1-4pm as temperatures held steady between 17-21 degrees.",28218,Newark,NJ,07103,2017-12-30T04:00:00,2017-12-30T19:00:00,58215
Snow,2.5,2.5,,N/A,0,,,"Clipper System Brings Snow on December 30th. With temperatures ranging from 18-23 degrees, light snow and flurries developed over the region between 6-8am on December 30th as a clipper system moved through the region. Temperatures remained steady as light, to at times steady, snow continued into the morning. Between 11am-1pm, a heavier band of snow developed producing 0.5-1"" per hour rates. Widespread snow quickly exited by 2pm, though intermittent snow showers and flurries remained through 4-7pm before ending with temperatures in the mid 20s.",28218,Atlantic City,NJ,08401,2017-12-30T04:00:00,2017-12-30T19:00:00,58664
Snow,14.0,14.0,,N/A,0,,,"Major Coastal Storm Brings Heavy Snow and Wind January 3rd into the 4th. With temperatures starting 28-32 degrees, areas of light snow arrived into the area between 11pm-2am on January 3rd into the 4th. Bands of steadier to heavy snow developed overnight as winds increased gusting to 30-40 mph. Temperatures fell into the low-mid 20s by daybreak as snow became heavy with 1- 3""/hr rates and blizzard-like conditions. Strong winds continued into the morning with gusts 40-50 mph as heavy snow continued with temperatures in the lower 20s. Snow became more intermittent and lighter between 1-4pm, with any areas of lingering snow coming to an end 5-8pm. Strong winds with gusts 35-50 mph continued into the overnight as temperatures held steady in the low to mid 20s. The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28336,Freehold (Township),NJ,07728,2018-01-03T21:00:00,2018-01-04T20:00:00,57509
Snow,8.1,8.1,,N/A,0,,,"Powerful Storm Brings Heavy Snow and Wind January 4th. Initial sporadic snow developed as early as 12-3 AM on January 4th, when temperatures were in the mid-upper 20s. After a few hours of intermittence, snow became increasingly widespread and steady 6-9 AM as temperatures cooled into the low-mid 20s where they held through the conclusion of snowfall. Moderate to heavy snow, which at times fell at the rate of 1-2 inches per hour, continued through the morning into the early afternoon. Snow intensity and coverage generally diminished 2-5 PM before ending between 6-8pm. In addition to the heavy snow were winds during the event that gusted 40-50 mph at times. Winds continued to gust into the overnight as temperatures help steady in the low-mid 20s. The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28336,Newark,NJ,07103,2018-01-03T21:00:00,2018-01-04T20:00:00,58215
Snow,15.2,15.2,,N/A,0,,,"Major Coastal Storm Brings Heavy Snow and Wind January 3rd into the 4th. With temperatures starting 28-32 degrees, areas of light snow arrived into the area between 9pm-12am on January 3rd into the 4th. Bands of steadier to heavy snow developed overnight as winds increased gusting to 30-40 mph. Temperatures fell to 25-30 degrees by daybreak as snow became heavy with 1-3""/hr rates and blizzard-like conditions. Strong winds continued into the morning with gusts 40-50 mph as heavy snow continued as temperatures fell into the mid-upper 20s. Snow became more intermittent and lighter between 12-3pm, with any areas of lingering snow coming to an end 5-8pm. Strong winds with gusts 35-50 mph continued into the overnight as temperatures fell into the low to mid 20s. The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28336,Atlantic City,NJ,08401,2018-01-03T21:00:00,2018-01-04T20:00:00,58664
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,Coating,0,Coating,,"Disturbance Brings Freezing Rain and Sleet on January 8th. Between 2-5pm, areas of freezing rain and sleet arrived across the area with temperatures ranging 27-32 degrees on January 8th. A mix of freezing rain and sleet continued, intermittent at times into the evening, before ending between 8-10pm. Temperatures remained steady 27-32 degrees after precipitation exited.",28450,Freehold (Township),NJ,07728,2018-01-08T12:00:00,2018-01-08T23:00:00,57509
Wintry Mix,Scattered Coating,0.0,Scattered Coating,Patchy,0,Patchy,,"Disturbance Brings Wintry Mix on January 8th. Between 1-3pm, a mix of sleet and freezing rain arrived across the area with temperatures ranging 25-30 degrees on January 8th. The sleet and freezing rain mix quickly transitioned to snow after 3pm before ending between 4-6pm. Temperatures remained steady 25-30 degrees after precipitation exited.",28450,Newark,NJ,07103,2018-01-08T12:00:00,2018-01-08T23:00:00,58215
Freezing Rain,0.0,0.0,,Patchy,0,Patchy,,"Disturbance Brings Freezing Rain on January 8th. Between 4-6pm, areas of rain arrived across the area with temperatures ranging 33-36 degrees on January 8th. As precipitation overspread the area, temperatures fell to 32-34 across all areas and in addition to a previous cold stretch rain changed over to freezing rain. Freezing rain then continued, intermittent at times into the evening, before ending between 9-11pm. Temperatures remained steady 32-34 degrees after precipitation exited.",28450,Atlantic City,NJ,08401,2018-01-08T12:00:00,2018-01-08T23:00:00,58664
Snow,2.2,2.2,,N/A,0,,,"Rain Changes to Snow During the Morning on January 17th. As a disturbance moved into the region from the west, areas of rain developed between 1-4am across the area on January 17th with temperatures ranging from 34-39 degrees. Cooler air and more moisture from a developing low pressure system off the coast caused rain to mix then transition to snow between 6-10am. Snow became steady at times before becoming intermittent and ending 12-3pm as temperatures fell to 28-32 degrees. Temperatures remained steady before falling into the mid 20s by sunset.",28699,Freehold (Township),NJ,07728,2018-01-16T13:00:00,2018-01-17T16:00:00,57509
Snow,1.1,1.1,,N/A,0,,,"Rain Changes to Snow During the Morning on January 17th. As a disturbance moved into the region from the west, areas of rain developed between 1-3am across the area on January 17th with temperatures ranging from 33-36 degrees. Cooler air and more moisture from a developing low pressure system off the coast caused rain to mix then transition to snow between 5-7am. Snow became steady at times into the morning before becoming light and intermittent and ending 12-3pm. Temperatures remained steady as snow ended before falling to 28-32 degrees by sunset.",28699,Newark,NJ,07103,2018-01-16T13:00:00,2018-01-17T16:00:00,58215
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Rain Changes to Snow on January 17th. As a disturbance moved into the region from the west, areas of rain developed between 1-4am across the area on January 17th with temperatures ranging in the upper 30s to lower 40s. Cooler air and more moisture from a developing low pressure system off the coast caused rain to mix then transition to snow between 6-10am. Snow continued before ending 1-4pm as temperatures fell to 28-32 degrees. Temperatures remained steady before falling into the mid 20s around sunset.",28699,Atlantic City,NJ,08401,2018-01-16T13:00:00,2018-01-17T16:00:00,58664
Snow,1.7,1.7,,N/A,0,,,"Coastal System Brings Areas of Snow January 29th-30th. Temperatures began in the upper 30s as precipitation arrived during the late evening on January 29th as rain showers. Rain showers mixed then transitioned to snow between 11pm-2am into January 30th as temperatures settled into the low 30s. Areas of light to steady snow continued overnight before tapering to intermittent flurries between 5-8am with temperatures in the low 30s. Intermittent flurries and snow showers continued into the afternoon as temperatures rose into the mid 30s before precipitation exited 3-6pm with temperatures falling into the 20s during the evening. Due to previous warmth, accumulation on paved surfaces was variable, and generally less than colder and grassy surfaces.",28931,Freehold (Township),NJ,07728,2018-01-29T22:00:00,2018-01-30T19:00:00,57509
Snow,0.7,0.7,,N/A,0,,,"Coastal System Brings Areas of Snow January 30th. With temperatures starting in the mid to upper 30s, areas of light snow arrived between 12-3am on January 30th. Temperatures fell into the lower 30s as light to steady snow developed overnight and into daybreak hours. Areas of snow tapered to scattered and intermittent flurries and snow showers after 7am, which continued at times into the afternoon as temperatures rose to 33-37 degrees. Any lingering flurries and snow showers exited 4-7pm with temperatures falling into the 20s during the evening. Due to previous warmth, accumulation on paved surfaces was variable, and generally less than colder and grassy surfaces.",28931,Newark,NJ,07103,2018-01-29T22:00:00,2018-01-30T19:00:00,58215
Snow,0.1,0.1,,N/A,0,,,Coastal System Brings Areas of Snow Overnight January 29th-30th. Temperatures began in the upper 30s to 40 as precipitation arrived during the evening on January 29th as rain showers. Precipitation mixed then transitioned to snow between 10pm-2am into January 30th as temperatures settled into the low to mid 30s. Areas of light snow continued overnight before tapering to flurries and ending 3-6am with temperatures 30-35 degrees. Any additional snow showers that followed for the rest of the day will be handled in another report.,28931,Atlantic City,NJ,08401,2018-01-29T22:00:00,2018-01-30T19:00:00,58664
Snow,Coating,0.0,Coating,N/A,0,,,Rain Ends as Wet Snow Early on February 2nd. Periods of rain continued into the early morning on February 2nd as temperatures were in the mid 30s. As colder air rushed into the region rain mixed and changed briefly to a period of wet snow between 5-7am as precipitation ended. Temperatures quickly fell to 28-32 by daybreak as winds gusted to 20-30 mph.,29012,Freehold (Township),NJ,07728,2018-02-01T19:00:00,2018-02-02T07:00:00,57509
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Morning Snow Showers on February 5th. With temperatures starting 34-38 degrees, scattered snow showers and snow grains developed between 7-9am on February 5th as a cold front moved through the region. Temperatures fell to 30-33 degrees after snow showers exited with winds gusting 20-30 mph.",29088,Freehold (Township),NJ,07728,2018-02-05T07:00:00,2018-02-05T09:00:00,57509
Wintry Mix,Coating,0.0,Coating,Patchy,0,Patchy,,"Mixed Precipitation Before Changing to Rain on February 7th. With temperatures 30-32 degrees, areas of mixed sleet and snow developed between 5-8 am on February 7th. By 9 am, the snow and sleet changed to freezing rain. As temperatures warmed to 34-38 degrees between 9 - 11am, the precipitation changed to plain rain.",29169,Freehold (Township),NJ,07728,2018-02-07T04:00:00,2018-02-07T21:00:00,57509
Wintry Mix,0.7,0.7,,Coating,0,Coating,,"Mixed Precipitation Before Changing to Rain on February 7th. With temperatures starting 28-32 degrees, areas of snow and sleet developed between 6 - 9 am on February 7th. Snow and sleet became briefly steady before changing to freezing rain 10 am-12pm as temperatures held 30-32 degrees. Precipitation changed to plain rain 1 - 4 pm as temperatures rose into the upper 30s to lower 40s with rain continuing into the evening. The changing precipitation types made this a more dense accumulation that was heavier than normal.",29169,Newark,NJ,07103,2018-02-07T04:00:00,2018-02-07T21:00:00,58215
Snow,3.1,3.1,,N/A,0,,,"Snow Develops During the Evening on February 17th. With temperatures in the mid-upper 30s, areas of mixed rain and snow arrived across the area between 4-7pm on February 17th. Any rain changed to snow which was heavy with 1""/hr rates and caused temperatures to settle to 32-35 degrees. As warmer air arrived into the area, snow began to mix with and change to rain between 8-10pm before exiting 10pm-12am with temperatures ranging from 32-34 degrees through daybreak.",29426,Freehold (Township),NJ,07728,2018-02-17T16:00:00,2018-02-17T23:00:00,57509
Snow,4.4,4.4,,N/A,0,,,"Low Pressure System Brings Heavy Snow on February 17th. Snow arrived across the area between 4-6pm on February 17th with temperatures 32-34 degrees. As a low pressure system strengthened off the coast, areas of heavy snow developed quickly into the evening with 1-2""/hr rates as temperatures settled to 30-33 degrees. Areas of heavy snow tapered to flurries and light snow before ending between 11pm-1am with temperatures 31-33 by daybreak.",29426,Newark,NJ,07103,2018-02-17T16:00:00,2018-02-17T23:00:00,58215
Snow,4.5,4.5,,N/A,0,,,"Powerful Coastal Storm Brings Snow, Rain and Wind. A very strong Nor'easter brought heavy precipitation to the region on March 2nd. Precipitation started as rain (which began late on March 1) with temperatures in the upper 30s to lower 40s. Starting 8-11 AM on March 2, rain mixed with snow before changing over to all snow by the early afternoon. Snow fell steady to heavy at times before tapering down to flurries down to flurries and ending between 8-11pm. When wintry precipitation was falling, the temperature was between 33 and 37 degrees and held in that range after precipitation ended. In addition to the precipitation, winds were quite strong. Gusts were frequently 40-50 mph, with some spots exceeding 60 mph at times.",29682,Freehold (Township),NJ,07728,2018-03-02T04:00:00,2018-03-02T23:00:00,57509
Snow,0.4,0.4,,N/A,0,,,"Powerful Coastal Storm Brings Snow, Rain and Wind. A very strong Nor'easter brought heavy precipitation to the region on March 2nd. A good portion of the precipitation fell as rain (which began late on March 1) with temperature beginning in the upper 30s to lower 40s. Starting 7-11 AM on March 2, rain mixed with snow and sleet with combinations of rain, snow, and sleet continuing into the afternoon. Precipitation tapered down to flurries and sprinkles before ending between 7-10pm. When wintry precipitation was falling, the temperature was between 34 and 38 degrees and held in that range after precipitation ended. In addition to the precipitation, winds were quite strong. Gusts were frequently 40-50 mph, with some spots exceeding 60 mph at times.",29682,Newark,NJ,07103,2018-03-02T04:00:00,2018-03-02T23:00:00,58215
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Powerful Coastal Storm Brings Snow, Rain and Wind. A very strong Nor'easter brought heavy precipitation to the region on March 2nd. A good portion of the precipitation fell as rain with temperatures starting in the upper 30s. Between 3-10 pm rain mixed and periodically changed to periods of snow. Any snow tapered down to flurries and sprinkles and ending 10pm-1am. When wintry precipitation was falling, the temperature was between 34 and 38 degrees and held in that range after precpitation ended. In addition to the precipitation, winds were quite strong. Gusts were frequently 40-50 mph, with some spots exceeding 60 mph at times.",29682,Atlantic City,NJ,08401,2018-03-02T04:00:00,2018-03-02T23:00:00,58664
Snow,5.5,5.5,,N/A,0,,,"Rain and Heavy Snow with Powerful Coastal Storm March 6th into the 7th. . With temperatures starting in the mid-upper 30s, mixed rain and snow showers developed between 10 PM and 1 AM during the overnight of March 6th into the 7th. These mixed showers changed over to a few periods of all snow during the pre-dawn hours of March 7th. With temperatures in the mid 30s, combinations of rain and snow occurred through the morning to the midday until the powerful coastal storm strengthened to change the precipitation to predominately heavy snow between 1 and 3 pm. Snow fell at embedded 1-2""/hr rates with thunder and lightning, and wind gusts 30-40 mph. The snow tapered to intermittent flurries and light snow between 5-7pm which lingered through 8-10pm before completely ending. Temperatures settled to 30-34 degrees overnight. The combination of a dense, wet snow and windy conditions led to downed trees and wires.",29770,Freehold (Township),NJ,07728,2018-03-06T21:00:00,2018-03-07T22:00:00,57509
Snow,6.8,6.8,,N/A,0,,,"Powerful Winter Storm on March 7. . Flurries and sprinkles during the late evening of March 6. th. transitioned to areas of snow between 12-3am on March 7th with temperatures ranging from 33-36 degrees. Snow varied in intensity through the morning, even mixing with rain, as temperatures held steady. As a powerful coastal storm strengthened, snow became heavy between 12-6pm with embedded 1-2""/hr snowfall rates, thunder and lightning, and wind gusts 30-40 mph. Snow tapered to intermittent flurries and light snow between 6-8pm which lingered through 8-10pm before ending. Temperatures settled to 30-34 degrees overnight. The combination of a dense, wet snow and windy conditions led to downed trees and wires.",29770,Newark,NJ,07103,2018-03-06T21:00:00,2018-03-07T22:00:00,58215
Snow,2.2,2.2,,N/A,0,,,"Rain and Snow with Powerful Coastal Storm on March 7th. . After rain occurred during the overnight and morning hours, cooler air filtered into the region on March 7th between 12-6pm causing rain to change to areas of snow, which was heavy at times. This caused temperatures to fall to 33-36 degrees during snowfall and with a powerful coastal storm off the coast winds gusted 40-55 mph with thunder and lightning. After bands of steady to heavy snow exited, any lingering flurries and light snow diminished 7-11pm with temperatures settling 32-36 degrees overnight.",29770,Atlantic City,NJ,08401,2018-03-06T21:00:00,2018-03-07T22:00:00,58664
Snow,4.7,4.7,,N/A,0,,,"Coastal Storm Brings Snow Early on March 13th. With temperatures ranging from 32-36 degrees, areas of mixed rain and snow showers which were around during the late evening on March 12th changed over to all snow between 12-3am on March 13th. Temperatures remained 32-36 degrees, as snow continued through the morning hours, steady to heavy at times, with winds gusting to 25-35 mph. Snow tapered to flurries and ended 10am-1pm with temperatures rising into the upper 30s to lower 40s through the afternoon.",29909,Freehold (Township),NJ,07728,2018-03-12T20:00:00,2018-03-13T14:00:00,57509
Snow,1.2,1.2,,N/A,0,,,"Coastal Storm Brings Snow Early on March 13th. With temperatures ranging from 33-36 degrees, areas of mixed rain and snow showers which were around during the late evening on March 12th changed over to all snow between 1-4am into the early morning on March 13th. Temperatures remained 33-36 degrees, as snow continued through the morning hours, steady at times, with winds gusting 20-30 mph. Snow tapered to flurries and ended 11am-2pm with temperatures rising into the upper 30s to lower 40s during the afternoon.",29909,Newark,NJ,07103,2018-03-12T20:00:00,2018-03-13T14:00:00,58215
Snow,0.3,0.3,,N/A,0,,,"Coastal Storm Brings Snow Early on March 13th. With temperatures ranging from 34-38 degrees, areas of mixed rain and snow showers which were around during the late evening on March 12th changed over to all snow between 1-4am on March 13th. Temperatures remained steady as snow continued through the morning hours with winds gusting 25-35 mph. Snow tapered to flurries and ended 9-11am with temperatures rising into the 40s through the afternoon.Due to the marginal temperatures during the event, accumulation was mainly confined to colder surfaces.",29909,Atlantic City,NJ,08401,2018-03-12T20:00:00,2018-03-13T14:00:00,58664
Wintry Mix,0.8,0.8,,Patchy,0,Patchy,,"Wintry Mix on March 20th. With temperatures in the mid 30s, areas of mixed rain and sleet moved into the region between 2-5pm on March 20th. In heavier bursts of precipitation, areas of sleet/snow developed through the afternoon causing temperatures to fall to 31-32 degrees. Any snow and sleet mixed with pockets of drizzle and freezing drizzle as precipitation became lighter before diminishing 8-11pm, with temperatures rising to 33-36 degrees into the overnight.",30081,Freehold (Township),NJ,07728,2018-03-20T08:00:00,2018-03-20T23:00:00,57509
